indice;data;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3;turno
1053;10/02/2020;17:19:00;COM VÍTIMA;FINALIZADA;JORDÃO;AV MARIA IRENE;;RUA ANTONIO ROCHA;PROX A BASE AEREA;JORDÃO;;SUBURBIO;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Esquina;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;;Tarde
1054;10/02/2020;17:24:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;324;;;AFOGADOS;;SUBURBIO;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Outras;60 km/h;Única;Faixa seccionada;;;Tarde
1055;10/02/2020;17:50:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;1872;RUA DR JOAO LACERDA;;CORDEIRO;;SUBURBIO;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Dupla;Canteiro central;;;Tarde
1056;10/02/2020;18:12:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA DA PAZ;;;BANCO CAIXA ECONÔMICA;AFOGADOS;73.0;SUBURBIO;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;40 km/h;Única;Faixa seccionada;;;Noite
1057;10/02/2020;18:22:00;SEM VÍTIMA;FINALIZADA;MADALENA;RUA JOAO IVO DA SILVA;;AV ENGENHEIRO ABDIAS DE CARVALHO;PRÓXIMO A WISE UP ( ESCOLA DE INGLÊS);MADALENA;132.0;;ABALROAMENTO LONGITUDINAL;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Outras;;Única;Não existe;;;Noite
1058;10/02/2020;19:53:00;SEM VÍTIMA;FINALIZADA;JAQUEIRA;RUA HOEL SETTE;62;;;JAQUEIRA;;SUBURBIO;CHOQUE VEÍCULO PARADO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Incompleta;Seca;Mal iluminada;Não existe;Não há placas;;Dupla;;;;Noite
1059;10/02/2020;20:07:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA DOS COELHOS;485;RUA PADRE VENANCIO;AO LADO DO IMIP / PRÓX A SUBIDA DA PONTE VIADUTO JOAQUIM CARDOSO;BOA VISTA;;SUBURBIO;COLISÃO;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa contínua;;;Noite
1060;11/02/2020;01:45:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;AV MANOEL BORBA;;RUA JOSE DE ALENCAR;EM FRENTE A PADARIA SANTA TEREZINHA;BOA VISTA;29.0;s;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Intermitente;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa contínua;Faixa seccionada;;Madrugada
1061;11/02/2020;07:11:00;SEM VÍTIMA;FINALIZADA;TAMARINEIRA;RUA SAO VICENTE;;EST DO ARRAIAL;AO LADO DO SUPERMERCADO EXTRABOM;TAMARINEIRA;;CIDADE;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;Dupla;Não existe;;;Manhã
1062;11/02/2020;07:46:00;SEM VÍTIMA;FINALIZADA;CABANGA;AV ENGENHEIRO JOSE ESTELITA;;;EM FRENTE AO CABANGA IATE CLUBE;CABANGA;;CIDADE;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Única;Faixa seccionada;;;Manhã
1063;11/02/2020;08:09:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA PIO NONO;782;;AO LADO DO EDF. MORADA PIO NONO;TORRE;;SUBURBIO;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Mal conservada;Não existe;R-6a;;Dupla;Não existe;;;Manhã
1064;11/02/2020;08:44:00;SEM VÍTIMA;FINALIZADA;MADALENA;AV CAXANGA;971;;EM FRENTE A MARCELO BATERIAS;MADALENA;;CIDADE;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;;Manhã
1065;11/02/2020;08:46:00;COM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;957;;20 METROS APÓS O PAGODE DO CALDINHO;AFOGADOS;;MADALENA;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;;Manhã
1066;11/02/2020;09:20:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA ANTONIO FALCAO;472;;E/F A FRIO PEÇAS AR CONDICIONADO;BOA VIAGEM;;SUBURBIO;COLISÃO;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;;Única;Faixa seccionada;;;Manhã
1067;11/02/2020;09:45:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;RUA DO POMBAL;115;;E/F AO CENTRO DE SAUDE VALDEMAR DE OLIVEIRA;SANTO AMARO;;;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;;Manhã
1068;11/02/2020;10:05:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA PRINCESA IZABEL;;RUA DO HOSPICIO;EM FRENTE A CAMARA MUNICIPAL;BOA VISTA;31.0;CIDADE;COLISÃO;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;60 km/h;Única;Faixa contínua;Faixa seccionada;;Manhã
1069;11/02/2020;10:33:00;SEM VÍTIMA;FINALIZADA;JARDIM SÃO PAULO;AV LIBERDADE;364;;E/F A DRACO;JARDIM SÃO PAULO;;;COLISÃO;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;;Manhã
1070;11/02/2020;10:52:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA JOAQUIM BANDEIRA;;AV MARECHAL MASCARENHAS DE MORAES;EM FRENTE A MITISUBSHI PEÇAS E SERVIÇOS;IMBIRIBEIRA;534.0;;COLISÃO;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;Esquina;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;;60 km/h;Dupla;Faixa seccionada;;;Manhã
1071;11/02/2020;11:04:00;COM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;3033;;LADO OPOSTO A ORTONOBRE COLCHÕES;IPSEP;;SUBURBIO;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;;Manhã
1072;11/02/2020;11:27:00;SEM VÍTIMA;FINALIZADA;GRAÇAS;AV RUI BARBOSA;141 C;;E/F A PRAÇA DO ENTRONCAMENTO;GRAÇAS;;CIDADE;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Única;Faixa seccionada;;;Manhã
1073;11/02/2020;12:22:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;1208;;LADO OPOSTO AO COMPAZ;CORDEIRO;58.0;CIDADE;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Dupla;Faixa contínua;Faixa seccionada;Canteiro central;Tarde
1074;11/02/2020;13:34:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA ITAJAI;246;RUA ITACARI;E/F A INOVE;IPSEP;;SUBURBIO;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;60 km/h;Dupla;Faixa contínua;;;Tarde
1075;11/02/2020;13:53:00;SEM VÍTIMA;FINALIZADA;IPUTINGA;AV CAXANGA;4038;EST DO BARBALHO;EM FRENTE AO BIG BOM PREÇO;IPUTINGA;533.0;CAMARAGIBE;COLISÃO;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Dupla;Faixa seccionada;Canteiro central;;Tarde
1076;11/02/2020;14:12:00;SEM VÍTIMA;FINALIZADA;MADALENA;AV BEIRA RIO;152;RUA DEMOSTENES DE OLINDA;E/F MEIO DO MUNDO CAFÉ BISTRÔ;MADALENA;;CIDADE;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;;Dupla;Faixa seccionada;;;Tarde
1077;11/02/2020;14:13:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV MARECHAL JUAREZ TAVORA;510;;PROXIMO AO HOTEL FORUM;BOA VIAGEM;;;COLISÃO;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;;Única;Faixa seccionada;;;Tarde
1078;11/02/2020;14:50:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV DES JOSE NEVES;164;;ANTES DO RESTAURANTE CANGAÇO (SENT. BOA VIAGEM). BAR DO BIU.;BOA VIAGEM;;CIDADE;COLISÃO FRONTAL;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Canal;;;Tarde
1079;11/02/2020;15:20:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA NICOLAU PEREIRA;410;;AO LADO DO ARMAZEN CORAL;AFOGADOS;;CIDADE;COLISÃO;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Incompleta;Seca;Mal conservada;Não existe;R-6a;;Única;Faixa seccionada;;;Tarde
1080;11/02/2020;15:26:00;COM VÍTIMA;FINALIZADA;DERBY;RUA DA BAIXA VERDE;449;RUA JENER DE SOUZA;E/F CENTRO DE EDUCAÇÃO FISICA DA PM;DERBY;;;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Canteiro central;;;Tarde
1081;11/02/2020;15:35:00;COM VÍTIMA;FINALIZADA;TORRÕES;EST DO FORTE DO ARRAIAL N. DO B. JESUS;;AV ENGENHEIRO ABDIAS DE CARVALHO;LADO OPOSTO AO KIYOI. PRÓXIMO A PRAÇA DA CHESF.;TORRÕES;375.0;SUBURBIO;COLISÃO TRASEIRA;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;;Única;Não existe;;;Tarde
1082;11/02/2020;16:25:00;SEM VÍTIMA;FINALIZADA;JOANA BEZERRA;VDO PAPA JOAO PAULO II;;;EM CIMA DO VIADUTO JOANA BERREZA;JOANA BEZERRA;;CIDADE;COLISÃO;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;40 km/h;Única;Canteiro central;;;Tarde
1083;11/02/2020;16:44:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;;RUA AMALIA BERNARDINO DE SOUZA;E/F AO POSTO BR;BOA VIAGEM;;;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;;Tarde
1084;11/02/2020;16:48:00;SEM VÍTIMA;FINALIZADA;SAN MARTIN;RUA COMENDADOR FRANCO FERREIRA;329;;PROX A LOMBADA ELETRONICA;SAN MARTIN;;;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;Dupla;Não existe;;;Tarde
1085;11/02/2020;16:53:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;;;COLADO COM O MURO DA AERONAUTICA APÓS O POSTO IPIRANGA;BOA VIAGEM;;SUBURBIO;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;;Única;Faixa seccionada;;;Tarde
1086;11/02/2020;17:06:00;SEM VÍTIMA;FINALIZADA;ROSARINHO;RUA AMARO COUTINHO;750;;E/F AO EDF. PRAÇA DO ROSARINHO;ROSARINHO;;SUBURBIO;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Placas Pare;;Dupla;Faixa contínua;;;Tarde
1087;11/02/2020;18:22:00;SEM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;CAIS DO APOLO;925;;ENF. A PREFEITURA DO RECIFE;BAIRRO DO RECIFE;;SUBURBIO;COLISÃO;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Canteiro central;;;Noite
1088;11/02/2020;18:53:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;4403;;PROX AO EDF. MARIA DULCE // DELEGACIA DE BOA VIAGEM;BOA VIAGEM;;SUBURBIO;COLISÃO;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Canteiro central;;;Noite
1089;11/02/2020;19:30:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA FRANCISCO DA CUNHA;896;;ENF. AO EDF TERMOPILAS // POR TRAS DO CARREFOUR;BOA VIAGEM;227.0;SUBURBIO;COLISÃO;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Não existe;;;Noite
1090;11/02/2020;19:43:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA CONDE DE IRAJA;1015;;E/F AO EDF PRAÇA DAS PETÚNIAS / PRÓX A IGREJA CATÓLICA;TORRE;;SUBURBIO;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;;Noite
1091;11/02/2020;19:46:00;COM VÍTIMA;FINALIZADA;CAMPINA DO BARRETO;RUA DA REGENERACAO;1068;;ENF. A MERCEARIA DO DIDA // PROX A EMPRESA ESCAVE;CAMPINA DO BARRETO;;CIDADE;COLISÃO COM CICLISTA;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;;Noite
1092;11/02/2020;19:53:00;SEM VÍTIMA;FINALIZADA;GRAÇAS;AV GOVERNADOR AGAMENON MAGALHAES;1114;AV GOVERNADOR AGAMENON MAGALHAES;ENF. A EMBRATEL // VIA LOCAL SENTIDO BOA VIAGEM;GRAÇAS;173.0;CIDADE;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Única;Faixa seccionada;;;Noite
1093;11/02/2020;20:34:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV DOM JOAO VI;;RUA JOSE DA SILVA LUCENA;PROXIMO AO COLEGIO GGE NO SENTIDO PIEDADE;BOA VIAGEM;;SUBURBIO;COLISÃO;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;Única;Canteiro central;;;Noite
1094;11/02/2020;23:52:00;SEM VÍTIMA;FINALIZADA;GRAÇAS;AV RUI BARBOSA;185;RUA DAS CREOULAS;NAS PROXIMIDADES DO CLUBE PORTUGUÊS;GRAÇAS;102.0;CIDADE;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Sem defeito;Ilegível;Seca;Mal iluminada;Faixa de pedestre;Não há placas;;Única;Faixa seccionada;;;Noite
1095;12/02/2020;07:05:00;SEM VÍTIMA;FINALIZADA;DOIS IRMÃOS;EST DOS PINTOS;580;;EM FRENTE AO TERMINAL DOS ONIBUS DA EMPRESA MOBI PE;DOIS IRMÃOS;;SUBURBIO;COLISÃO;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;;Manhã
1096;12/02/2020;07:18:00;SEM VÍTIMA;FINALIZADA;MADALENA;AV BEIRA RIO;591;;EDF: SOBRADO DO CAPIBARIBE;MADALENA;;SUBURBIO;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;;;Dupla;Faixa seccionada;;;Manhã
1097;12/02/2020;07:40:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;367;RUA DO ACRE;EM FRENTE A PAPELARIA VASCONCELOS- SENT. ABDIAS;AFOGADOS;;;COLISÃO;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;30 km/h;Única;Faixa seccionada;;;Manhã
1098;12/02/2020;08:12:00;COM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;AV MARTINS DE BARROS;;PTE CONDE MAURICIO DE NASSAU;PRÓXIMO A PARADA DO BRT.;SANTO ANTÔNIO;;;ATROPELAMENTO;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;30 km/h;Única;Canteiro central;;;Manhã
1099;12/02/2020;08:55:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA MINISTRO NELSON HUNGRIA;334;RUA PROFESSOR JOSE BRANDAO;PROX. AO COLEGIO SANTA MARIA;BOA VIAGEM;;SUBURBIO;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;Única;Não existe;;;Manhã
1100;12/02/2020;09:03:00;SEM VÍTIMA;FINALIZADA;DERBY;RUA GUILHERME PINTO;360;RUA MANOEL CAETANO;BLOCO B DA UNINASSAU// PRAÇA GUILHERME PINTO// QUARTEL DO DERBY;DERBY;;CIDADE;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;20 km/h;Única;Não existe;;;Manhã
1101;12/02/2020;09:03:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA BARAO DE SAO BORJA;156;RUA JOSE DE ALENCAR;PROX. AO SHOPPING BOA VISTA;BOA VISTA;;SUBURBIO;COLISÃO;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;Cruzamento;Chuvoso;Não existe;Incompleta;Molhada;Perfeito estado;Não existe;R-4b;;Única;Não existe;;;Manhã
1102;12/02/2020;09:16:00;SEM VÍTIMA;FINALIZADA;MACAXEIRA;AV NORTE;;;NO GIRADORO DA MACAXEIRA;MACAXEIRA;;SUBURBIO;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Não existe;;;Manhã
1103;12/02/2020;09:21:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;4805;;EM FRENTE AO MARTELINHO DE OURO- SENT. AFOGADOS;IMBIRIBEIRA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;;Manhã
1104;12/02/2020;09:36:00;SEM VÍTIMA;FINALIZADA;CASA FORTE;EST REAL DO POCO;1465;;PROX: PRAÇA DE CASA FORTE;CASA FORTE;;CIDADE;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa seccionada;;;Manhã
1105;12/02/2020;09:37:00;SEM VÍTIMA;FINALIZADA;CAXANGÁ;AV JOAQUIM RIBEIRO;740;;EM FRENTE A MADEIREIRA ESPLENDOR;CAXANGÁ;;SUBURBIO;ENGAVETAMENTO;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;Canteiro central;;Manhã
1106;12/02/2020;09:47:00;SEM VÍTIMA;FINALIZADA;CASA FORTE;EST DO ENCANAMENTO;1210;RUA IRMA LUCIA;IGREJA PRESBITERIANA;CASA FORTE;;SUBURBIO;COLISÃO;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;;Única;Não existe;;;Manhã
1107;12/02/2020;11:33:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA JOSE DE ALENCAR;137;RUA BARAO DE SAO BORJA;EM FRENTE AO HOTEL BOA VISTA;BOA VISTA;;CIDADE;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;R-4b;;Única;Não existe;;;Manhã
1108;12/02/2020;11:33:00;SEM VÍTIMA;FINALIZADA;GRAÇAS;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE A ESCOLA ESTADUAL BARBOSA LIMA- SENT. BOA VIAGEM;GRAÇAS;37.0;;COLISÃO;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;Esquina;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Dupla;Faixa seccionada;Canteiro central;Canal;Manhã
1109;12/02/2020;11:44:00;SEM VÍTIMA;FINALIZADA;PINA;AV HERCULANO BANDEIRA;563;RUA SAO LUIZ;EM FRENTE AO TABELIONATO FIGUEIREDO;PINA;;SUBURBIO;COLISÃO;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Outras;30 km/h;Única;Faixa seccionada;;;Manhã
1110;12/02/2020;12:37:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;;;COMPAZ;CORDEIRO;58.0;SUBURBIO;COLISÃO;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Outras;60 km/h;Única;Canteiro central;;;Tarde
1111;12/02/2020;12:59:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV NORTE;68;RUA DA AURORA;E/F AO NUCLEO DE TELEVISÃO RADIO UNIVERSITÁRIA (SENT. AV NORTE);SANTO AMARO;;SUBURBIO;COLISÃO;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;;Tarde
